name	exp_beta	exp_se	out_beta	out_se	exp_z	out_z	exp_pvalue	out_pvalue	exp_pvalue_FDR	out_pvalue_FDR	database	ngenes_tscore	ngenes_path	genes_path	tissue	exposure	outcome	class_path
RNA processing	-0.200599577199721	0.0496550165718895	0.000197952988041644	6.26099100905219e-05	-4.03986527543087	3.1616877864134	5.34819139023477e-05	0.00156900098012079	0.00433756763787317	0.0619818147186918	GO	31	93	EXOSC10,RTCA,DDX20,ADAR,PNPT1,MPHOSPH10,DUSP11,MRPL44,TRNT1,RBM6,U2SURP,LARP7,AGGF1,RNGTT,RBPMS,RCL1,HNRNPK,SETX,TMTC1,RBMS2,SART3,NUFIP1,WDHD1,LARP6,ADAT1,UTP6,XAB2,PRPF6,ADARB1,TFIP11,DDX17	DLPC_CMC	Dx	Fluid intelligence score (20016)	9_DLPC_CMC_Dx_20016
nervous system development	0.24515636793632	0.0741614167123717	-0.000309034576701444	0.000101958149504451	3.30571311612259	-3.03099436585944	0.000947350296661445	0.00243806305882612	0.0299072306304872	0.0743157739782925	GO	86	330	PDPN,NBL1,TTLL7,MTR,APOB,DPYSL5,FEZ2,RBM45,HES6,NR2C2,CNTN3,ROBO1,SEMA5B,FGF12,FGF5,FGF2,GLRB,SCRG1,SDHA,SEMA5A,GPR98,EFNA5,SEMA6A,PCDHA2,PCDHA4,PCDHA6,PCDHA7,PCDHA8,PCDHA10,PCDHA11,PCDHAC1,PCDHB2,PCDHB3,PCDHB4,PCDHB6,PCDHB11,PCDHB15,NRSN1,FUT9,ACHE,SH2B2,CLN8,CSGALNACT1,FUT10,LY6H,FKTN,ITGA8,RET,DRGX,ATOH7,KIAA1279,BMPR1A,INA,GFRA1,VAX1,DPYSL4,TRIM3,TPP1,TMEM41B,SMARCD1,APAF1,IFT88,NUMB,ATXN3,NDN,APBA2,SEMA4B,DOC2A,SPG7,P2RX5,CYB5D2,NEUROD2,ERBB2,RAPGEFL1,SMARCE1,JUP,NAGLU,RGS9,CABLES1,PAFAH1B3,SDCBP2,GSS,OLIG2,DGCR14,SMARCB1,EP300	DLPC_CMC	Dx	Fluid intelligence score (20016)	10_DLPC_CMC_Dx_20016
enzyme activator activity	-0.0920578092746532	0.0295416145752558	8.66973512403067e-05	3.97342748159061e-05	-3.11620778343514	2.18192861558406	0.00183193141957834	0.0291169048996773	0.0476099745729088	0.237935096987153	GO	11	47	CASP9,ASAP2,PRKCD,MGST2,GM2A,DBNL,PITRM1,ARL1,ALOX5AP,MMP15,CTSA	DLPC_CMC	Dx	Fluid intelligence score (20016)	11_DLPC_CMC_Dx_20016
adult locomotory behavior	-0.0910484278551045	0.0267355344044226	7.452465483566e-05	3.44057977368111e-05	-3.40552114941242	2.16604932127254	0.000660378982140067	0.0303095537204086	0.0245764702634016	0.24218216225142	GO	9	51	GIGYF2,CHL1,FGF12,SNCA,CLN8,PBX3,SNCG,EPS8,TSHR	DLPC_CMC	Dx	Fluid intelligence score (20016)	12_DLPC_CMC_Dx_20016
axon terminus	-0.103653457707053	0.0282227013492978	0.000128872348812059	3.62558136397968e-05	-3.67269796126841	3.55452921543595	0.000240003096049151	0.000378814668002497	0.0115201486103592	0.0328173128174795	GO	10	36	KCNC4,KCNIP3,SNCA,ITGA2,SNCB,SNCG,SLC18A2,CDH8,ATP6V0D1,CDH1	DLPC_CMC	Dx	Fluid intelligence score (20016)	12_DLPC_CMC_Dx_20016
post-embryonic development	-0.179435974022456	0.0503419314851248	0.000116675041245952	6.39400654026124e-05	-3.56434424999122	1.82475636381167	0.000364766967353476	0.0680405074702795	0.015939046360798	0.351447725824519	GO	32	86	ACADM,APOB,EMX1,BCL2L11,SCN9A,GIGYF2,ATG7,SERP1,SEPP1,GABRG2,ALDH5A1,MUT,ASL,SEMA3C,FOXP2,AGO2,ACO1,INVS,SGPL1,SLC18A2,FGFR2,PLEKHA1,ALX4,DHCR7,BMP4,PSEN1,NDN,IREB2,BCL2,ERCC2,GNAS,DDX17	DLPC_CMC	Dx	Fluid intelligence score (20016)	13_DLPC_CMC_Dx_20016
response to organic substance	-0.204485535342393	0.047011719157328	0.000153684749913534	5.87020118405572e-05	-4.34967150761	2.61804911100769	1.36341615079594e-05	0.00884461576722445	0.00160337739333602	0.133461824902248	GO	28	91	SCAMP3,CASQ1,GLRX2,APOB,CREB1,PPARG,WNT5A,SPP1,ANXA5,ACSL1,MAPK9,CA2,SQLE,TEK,PTEN,FADS1,PAK1,CTSC,P2RX7,DNAAF2,AQP9,CDH1,CDH13,PFN1,RPS6KB1,SUPT5H,XRCC1,ABCG1	DLPC_CMC	Dx	Fluid intelligence score (20016)	14_DLPC_CMC_Dx_20016
positive regulation of osteoclast differentiation	-0.107663299830717	0.0199450127089717	6.42243113901844e-05	2.2970072784673e-05	-5.39800607809531	2.79599947254145	6.73855852735336e-08	0.00517484326717324	3.16981793126702e-05	0.10647240022209	GO	5	19	CREB1,CA2,KLF10,TRAF6,GNAS	DLPC_CMC	Dx	Fluid intelligence score (20016)	14_DLPC_CMC_Dx_20016
hydrolase activity	0.358618221316458	0.0925756953791095	-0.0001841018629685	0.000119587687335004	3.87378371664258	-1.53947172214118	0.000107158522176712	0.123692045333819	0.00638067959897788	0.450086652578238	GO	106	308	DFFB,CTPS1,HFM1,EPHX4,TTF2,NUDT17,CHD1L,PRUNE,IAH1,DPYSL5,PPP1CB,FAHD2B,ERCC3,OLA1,HDAC11,TRANK1,EXOG,RAD54L2,NT5DC2,MGLL,BCHE,NCEH1,GNPDA2,NAAA,NDST3,NUDT6,DDX60L,AGA,DCTD,CMBL,NUDT12,NDST1,BPHL,ABHD16A,ENPP5,NT5E,ASCC3,ENPP1,ADAT2,FIGNL1,MBLAC1,ACHE,PPP3CC,ENTPD4,EPHX2,DDHD2,GGH,LACTB2,CPQ,SPAG1,ERMP1,NUDT2,HINT2,GNE,ERCC6L2,HDHD3,ENDOG,PPAPDC3,PNPLA7,NUDT13,ENTPD1,XPNPEP1,DCLRE1A,DPYSL4,PSMC3,ASRGL1,MRE11A,ENDOD1,PAFAH1B2,PLBD1,AMDHD1,NT5DC3,DDX55,DDX51,FANCM,DDHD1,ACOT1,CPSF2,NUDT14,LACTB,USP3,ABHD17C,HAGH,NUDT16L1,CPPED1,CHD9,NUDT7,ADPRM,ELAC2,ABHD15,DDX52,PSMC5,MPPE1,ELAC1,CNDP2,ABHD8,PAFAH1B3,ETHE1,ITPA,RBBP9,ENTPD6,ABHD12,NANP,TRPM2,SERHL2,PNPLA5	DLPC_CMC	Dx	Fluid intelligence score (20016)	15_DLPC_CMC_Dx_20016
GDP binding	0.103259567212176	0.033246243697273	-6.04582839016181e-05	4.45787448502348e-05	3.10590177201419	-1.35621323805172	0.00189699720080421	0.175034107877585	0.0477856479353598	0.526024853724885	GO	14	46	SUCLG1,ARL8B,SUCLG2,RAB2A,ARL3,RERG,KRAS,RAP1B,RAB21,EIF2B1,RAB27A,RAB5C,RAB8A,RAB22A	DLPC_CMC	Dx	Fluid intelligence score (20016)	16_DLPC_CMC_Dx_20016
regulation of protein kinase activity	-0.155353207670148	0.0266894205481738	7.50394974255207e-05	3.02965390915952e-05	-5.82077858864487	2.47683397759244	5.85741217896928e-09	0.0132568422385189	5.51065337797429e-06	0.162559955642353	GO	9	19	MTOR,TTN,ECT2,CSNK2B,PLCE1,TRPT1,CAMKK2,AKAP13,SMG8	DLPC_CMC	Dx	Fluid intelligence score (20016)	17_DLPC_CMC_Dx_20016
